Issue Number,Alarm Severity,Status,Event Title,Airtel Site ID,ISM,ATC ID,Cluster,Regional Manager,Alarm Start Time,Alarm Cleared Time,DURATION,MTTR,MTTR RANGE,Root Cause,Specific Cause,Underlying Cause,Closing Details,Site Issue Type,ATC CLASS,AIRTEL CLASS,AIRTEL REGION,key
28350667,Closed,Major,SITE DOWN AT KD1070,KD1070,I-ENG,627855,Abuja Road,Emmanuel Okolo,01/07/2024 22:02,01/07/2024 22:56,53.99999999790453,0.8999999999650754,<2hrs,Power,DG Fault,DG In stop Mode,DG FAIL TO START ALARM DUE TO DG HYBRID SYNCHRONIZATION FAILURE FROM LIB TO DG WAS CLEARED,Incident,Silver,Silver,NORTH WEST,28350667_2024-07-01 22:02:00
28350336,Closed,Major,SITE DOWN AT KB0040,KB0040,I-ENG,402100,Yauri,John  Adejo,01/07/2024 21:59,01/07/2024 22:13,13.999999993247911,0.2333333332207985,<2hrs,Power,Fuel Outage,Other Planned Works,"TEAM CONFIRMED DIESEL WAS SUPPLIED AT SITE, DG POWERED. DL= 1560L DGRH= 6976",Planned Work,Silver,Silver,NORTH WEST,28350336_2024-07-01 21:59:00
28350299,Closed,Major,SITE DOWN AT JG0004,JG0004,I-ENG,401983,Dutse,Usman Shaibu,01/07/2024 21:33,01/07/2024 22:13,39.999999994179234,0.6666666665696539,<2hrs,Power,DC Power,Rectifier Fault,FROZEN RECTIFIER CSU WAS RESET,Incident,Platinum COLO,Platinum,NORTH EAST,28350299_2024-07-01 21:33:00
28350462,Closed,Major,SITE DOWN@ZM1538,ZM0380,I-ENG,626638,Talata,Ibrahim Lawan,01/07/2024 21:21,01/07/2024 21:47,26.000000000931323,0.4333333333488554,<2hrs,Power,DG Fault,Faulty Charging Alternator,FAULTY CHARGING ALTERNATOR  WAS EXCITED AND DG POWERED/ DIESEL LEVEL 1050L RH 8716,Incident,Platinum COLO,Silver,NORTH WEST,28350462_2024-07-01 21:21:00
28350383,Closed,Major,SITE DOWN@SK0416,SK0416,I-ENG,409287,Sokoto Ilela,John  Adejo,01/07/2024 21:21,01/07/2024 22:14,53.000000005122274,0.8833333334187046,<2hrs,Power,DG Fault,Faulty Battery,"CRANK DG BATTERY, EXTERNAL BATTERY WAS USED TO POWER SITE/DL385L RH 5788",Incident,Silver,Silver,NORTH WEST,28350383_2024-07-01 21:21:00
28349778,Closed,Major,SITE DOWN AT KD0004,KD0004,I-ENG,402124,Birnin Gwari,Emmanuel Okolo,01/07/2024 21:14,01/07/2024 22:06,51.99999999138527,0.8666666665230878,<2hrs,Power,DG Fault,DG In stop Mode,DG FAIL TO START ALARM: HYBRID SYNCHRONIZATION FAILURE FROM GRID TO GENERATOR DUE TO LOW PHCN VOLTAGE. DL=848L DGRH=1681712,Incident,Platinum COLO,Platinum,NORTH WEST,28349778_2024-07-01 21:14:00
28351384,Closed,Major,SITE DOWN AT KB0416,KB0416,I-ENG,626201,Kebbi Metro,John  Adejo,01/07/2024 21:03,01/07/2024 23:59,176.9833333301358,2.949722222,2hrs - 4hrs,Power,DG Fault,DG Starter Battery Fault,"WEAK DG BATTERY, EXTERNAL BATTERY WAS USED, DG POWERED",Incident,Silver,Silver,NORTH WEST,28351384_2024-07-01 21:03:00
28349043,Closed,Major,SITE DOWN@KN0242,KN0242,I-ENG,402525,Janguza,Usman Shaibu,01/07/2024 20:15,01/07/2024 21:58,103.00000000046566,1.7166666666744277,<2hrs,Power,DG Fault,Faulty Priming Pump,"FAULTY INJECTOR  PUMP WAS SERVICED/ DL 497L, RH 12583",Incident,Platinum COLO,Silver,NORTH EAST,28349043_2024-07-01 20:15:00
28349907,Closed,Major,SITE DOWN@AB1385,AB1385,I-ENG,408850,Kubwa,Uche Obasi,01/07/2024 20:08,01/07/2024 23:27,198.99999999906868,3.3166666666511446,2hrs - 4hrs,Power,Fuel Outage,Low Fuel,LOW DIESEL LEVEL  DIESEL WAS TOPPED AND DG POWERED / SITE DISCONNECTED ON GALOOLI,Incident,Platinum COLO,Silver,NORTH WEST,28349907_2024-07-01 20:08:00
28348914,Closed,Major,SITE DOWN AT NI0512,NI0512,I-ENG,408301,Minna 2,Yusuf Abdullahi,01/07/2024 20:08,01/07/2024 21:39,91.00000000325964,1.5166666667209938,<2hrs,Power,DG Fault,DG Electric Fuel Pump,"DG FAULTY INJECTOR PUMP WAS WORKED ON, DG POWERED",Incident,Platinum COLO,Silver,NORTH WEST,28348914_2024-07-01 20:08:00
28349804,Closed,Major,SITE DOWN@AB1359,FC2660-Z,I-ENG,409558,Kubwa,Uche Obasi,01/07/2024 20:00,01/07/2024 21:11,71.00000000093132,1.1833333333488554,<2hrs,Power,DC Power,Malfunctioning,FAULTY RECTIFIER FAN DUE TO OVER HEATING/ FAN WAS CONNECTED DIRECTLY/DL 328L RH 1104,Incident,Platinum COLO,Silver,NORTH WEST,28349804_2024-07-01 20:00:00
28348909,Closed,Major,SITE DOWN@KG0036,KG0036,I-ENG,402340,Lokoja,Uche Obasi,01/07/2024 19:38,01/07/2024 20:16,37.99999999813736,0.6333333333022892,<2hrs,Power,DG Fault,Generator Fault,DG LOSS COMPRESSION AT SITE; MDG WAS  USED TO POWER SITE/DL 217L RH 15342,Incident,Silver,Silver,NORTH WEST,28348909_2024-07-01 19:38:00
28348036,Closed,Major,SITE DOWN AT NI0512,NI0512,I-ENG,408301,Minna 2,Yusuf Abdullahi,01/07/2024 19:25,01/07/2024 19:32,6.999999991385266,0.1166666665230877,<2hrs,Power,DG Fault,Faulty Priming Pump,"FAULTY INJECTOR  PUMP WAS WORKED ON AND DG POWERED_x000D_
DL  660  RH  20987",Incident,Platinum COLO,Silver,NORTH WEST,28348036_2024-07-01 19:25:00
28347724,Closed,Major,SITE DOWN AT NI0280,NI0280,I-ENG,403493,Suleja,Yusuf Abdullahi,01/07/2024 18:46,01/07/2024 19:42,55.99999999,0.933333333,<2hrs,Power,DG Fault,DG Overheating,"DG HIGH TEMPERATURE DUE TO LOW COOLANT LEVEL. COOLANT LEVEL WAS TOPPED, DG POWERED",Incident,Platinum COLO,Silver,NORTH WEST,28347724_2024-07-01 18:46:00
28347176,Closed,Major,SITE DOWN AT JG0004+3SUBS,JG0004,I-ENG,401983,Dutse,Usman Shaibu,01/07/2024 18:32,01/07/2024 19:25,53.000000005122274,0.8833333334187046,<2hrs,Power,DC Power,AC Breaker Fault|Tripped Rectifier Circuit Breaker,"FAULTY RECTIFIER LOAD BRAKER WAS WORKED ON_x000D_
DL  491   RH 44",Incident,Platinum COLO,Platinum,NORTH EAST,28347176_2024-07-01 18:32:00
28347463,Closed,Major,SITE DOWN AT SK0397,SK0397,I-ENG,627644,Sokoto 2,John  Adejo,01/07/2024 18:25,01/07/2024 22:05,220.0000000046566,3.666666666744277,2hrs - 4hrs,Power,DG Fault,Faulty Priming Pump,"FAULTY INJECTOR  PUMP WAS SERVICED/ DL 375L, RH 5345",Incident,Silver,Silver,NORTH WEST,28347463_2024-07-01 18:25:00
28347538,Closed,Major,SITE DOWN AT KD0170,KD0170,I-ENG,402248,Kafanchan 2,Emmanuel Okolo,01/07/2024 18:12,01/07/2024 19:06,53.99999999790453,0.8999999999650754,<2hrs,Power,DG Fault,DG AC Alternator fault,FAULTY CHARGING ALTERNATOR  WAS EXCITED AND DG POWERED,Incident,Silver,Silver,NORTH WEST,28347538_2024-07-01 18:12:00
28347504,Closed,Major,SITE DOWN AT SK0380,SK0380,I-ENG,409093,Sokoto 2,John  Adejo,01/07/2024 18:11,01/07/2024 20:38,146.99999999720603,2.449999999953434,2hrs - 4hrs,Power,DG Fault,DG Oil,"LOW OIL LEVEL, ENGINE OIL WAS TOPPED AND DG POWERED/DL 416L RH 22741",Incident,Silver,Silver,NORTH WEST,28347504_2024-07-01 18:11:00
28346246,Closed,Major,SITE DOWN AT KN0036,KN0036,I-ENG,402434,Kano 2,Usman Shaibu,01/07/2024 17:47,01/07/2024 21:00,193.0000000004657,3.216666666674428,2hrs - 4hrs,Power,DG Fault,Faulty Priming Pump,FAULTY  INJECTOR ROTOR HEAD WAS REPLACED AND DG POWERED/ DL 371L RH12583,Incident,Platinum COLO,Silver,NORTH EAST,28346246_2024-07-01 17:47:00
28346139,Closed,Major,SITE DOWN AT FC5955,FC5955,I-ENG,405017,Lugbe,Uche Obasi,01/07/2024 17:41,01/07/2024 19:14,92.99999999930152,1.5499999999883585,<2hrs,Power,DG Fault,Generator Fault,FAULTY EXHAUST WAS WORKED ON AND DG POWERED,Incident,Platinum COLO,Silver,NORTH WEST,28346139_2024-07-01 17:41:00
28344704,Closed,Major,SITE DOWN AT FC2657,FC2657-Z,I-ENG,409895,Kubwa,Uche Obasi,01/07/2024 15:57,01/07/2024 18:13,136.00000000325963,2.266666666720994,2hrs - 4hrs,Power,DG Fault,Water Pump Fault,FAULTY  INJECTOR PUMP WAS SERVICED,Incident,Silver,Silver,NORTH WEST,28344704_2024-07-01 15:57:00
28341526,Closed,Major,SITE DOWN AT AB1198,AB1198,I-ENG,408121,CBD,Uche Obasi,01/07/2024 13:55,01/07/2024 14:28,33.00000000279397,0.5500000000465661,<2hrs,Power,Fuel Outage,Low Fuel,"LOW DIESEL AT SITE, DIESEL WAS TOPPED AND DG POWERED",Incident,Silver,Silver,NORTH WEST,28341526_2024-07-01 13:55:00
28341303,Closed,Major,SITE DOWN AT KN0049,KN0049,I-ENG,402447,Hotoro,Usman Shaibu,01/07/2024 13:43,01/07/2024 15:27,104.00000000372528,1.7333333333954215,<2hrs,Power,DG Fault,DG Hard Start,"SYNC FAILURE  FROM HYBRID TO DG DUE TO DG FAILED TO START ,ALARM CLEARED DG POWERED_x000D_
DL  355  RH  6098",Incident,Platinum COLO,Gold,NORTH EAST,28341303_2024-07-01 13:43:00
28340956,Closed,Major,SITE DOWN@KN0244,KN0244,I-ENG,402526,Kano 6,Usman Shaibu,01/07/2024 13:26,01/07/2024 13:38,12.000000007683411,0.2000000001280568,<2hrs,Power,DC Power,LIB Fault|Malfunctioning LIBs,"FAULTY LIB ALARM WAS CLEARED AND DG POWERED_x000D_
DL  417  RH  8469",Incident,Silver,Silver,NORTH EAST,28340956_2024-07-01 13:26:00
28341460,Closed,Major,SITE DOWN AT SK0001,SK0001,I-ENG,404555,Sokoto 2,John  Adejo,01/07/2024 13:13,01/07/2024 16:20,187.00000000186265,3.1166666666977108,2hrs - 4hrs,Power,DG Fault,Cylinder Head Gasket Fault,BURNRT TOP CYLINDER GASKET/TOP GASKET WAS REPLACED AND DG POWERED,Incident,Gold,Gold,NORTH WEST,28341460_2024-07-01 13:13:00
28340785,Closed,Major,SITE DOWN AT NI0345,NI0345,I-ENG,403530,Mokwa,Yusuf Abdullahi,01/07/2024 13:06,01/07/2024 13:56,50.000000005820766,0.8333333334303461,<2hrs,Power,Fuel Outage,Low Fuel,"LOW DIESEL AT SITE, DIESEL WAS TOPPED AND DG POWERED_x000D_
DL  660  RH  9382",Incident,Silver,Silver,NORTH WEST,28340785_2024-07-01 13:06:00
28340216,Closed,Major,SITE DOWN AT KN0326,KN0326,I-ENG,402549,Kano 2,Usman Shaibu,01/07/2024 12:51,01/07/2024 13:27,36.00000000209548,0.6000000000349246,<2hrs,Power,DG Fault,Faulty Priming Pump,"FAULTY INJECTOR  PUMP WAS WORKED ON AND DG POWERED_x000D_
DL  376  RH  8277",Incident,Platinum COLO,Silver,NORTH EAST,28340216_2024-07-01 12:51:00
28339785,Closed,Major,SITE DOWN@KG0391,KG0391,I-ENG,408209,Okene,Uche Obasi,01/07/2024 12:08,01/07/2024 15:44,215.9999999916181,3.5999999998603016,2hrs - 4hrs,Power,DG Fault,Generator Fault,DG loss compression and it was worked on and also faulty injector pump was also worked on,Incident,Platinum COLO,Silver,NORTH WEST,28339785_2024-07-01 12:08:00
28338493,Closed,Major,SITE DOWN AT KG0304,KG0304,I-ENG,402394,Lokoja,Uche Obasi,01/07/2024 11:55,01/07/2024 12:02,6.999999991385266,0.1166666665230877,<2hrs,Power,DG Fault,Faulty Fuel Solenoid,FAULTY SOLENIOD SWITCH WAS WORKED ON AND DG POWERED,Incident,Silver,Silver,NORTH WEST,28338493_2024-07-01 11:55:00
28337863,Closed,Major,SITE DOWN AT NI0345,NI0345,I-ENG,403530,Mokwa,Yusuf Abdullahi,01/07/2024 11:11,01/07/2024 11:43,31.99999999953434,0.5333333333255723,<2hrs,Power,Fuel Outage,Low Fuel,"LOW DIESEL AT SITE, DIESEL WAS TOPPED AND DG POWERED_x000D_
DL  660  RH  9382",Incident,Silver,Silver,NORTH WEST,28337863_2024-07-01 11:11:00
28335885,Closed,Major,SITE DOWN AT AB0059,AB0059,I-ENG,400043,CBD,Uche Obasi,01/07/2024 10:31,01/07/2024 10:36,4.999999995343387,0.083333333,<2hrs,Power,DC Power,Hybrid Fault,SYNCHRONIZATION DELAY FROM GRID TO HYBRID DUE TO LOW PHASE AND DG WAS POWERED,Incident,Platinum,Platinum,NORTH WEST,28335885_2024-07-01 10:31:00
28335994,Closed,Major,SITE DOWN AT SK0001,SK0001,I-ENG,404555,Sokoto 2,John  Adejo,01/07/2024 10:18,01/07/2024 11:37,78.99999999557622,1.316666666592937,<2hrs,Power,DG Fault,Generator Fault,FAULTY MAIN DG / BUB WAS USED TO RESTORE SITE,Incident,Gold,Gold,NORTH WEST,28335994_2024-07-01 10:18:00
28335697,Closed,Major,SITE DOWN AT KD0085,KD0085,I-ENG,402203,Zaria 2,Emmanuel Okolo,01/07/2024 09:03,01/07/2024 10:14,71.00000000093132,1.1833333333488554,<2hrs,Power,DG Fault,Faulty Fuel Solenoid,FAULTY SOLENIOD SWITCH WAS WORKED ON AND DG POWERED,Incident,Platinum COLO,Gold,NORTH WEST,28335697_2024-07-01 09:03:00
28334496,Closed,Major,SITE DOWN AT FC2660,FC2660-Z,I-ENG,409558,Kubwa,Uche Obasi,01/07/2024 08:35,01/07/2024 08:54,18.99999999906868,0.3166666666511446,<2hrs,Power,DG Fault,Hybrid Fault,"HYBRID  SYNC FAILURE DUE TO DG FAIL TO START ALARM, IT WAS CLEARED AND DG POWERED",Incident,Platinum COLO,Silver,NORTH WEST,28334496_2024-07-01 08:35:00
28333621,Closed,Major,SITE DOWN AT KN0812,KN0812,I-ENG,627074,Kano 2,Usman Shaibu,01/07/2024 08:21,01/07/2024 09:12,50.999999998603016,0.8499999999767169,<2hrs,Power,DG Fault,DG Coolant low,"DG HIGH TEMP  DUE TO LOW WATER IN RADIATOR, RADIATOR WAS FLUSHED AND WATER ADDED_x000D_
DL  257  RH 9382",Incident,Silver,Silver,NORTH EAST,28333621_2024-07-01 08:21:00
28334828,Closed,Major,SITE DOWN AT SK0001,SK0001,I-ENG,404555,Sokoto 2,John  Adejo,01/07/2024 07:59,01/07/2024 08:38,39.00000000139698,0.6500000000232831,<2hrs,Power,DG Fault,Generator Fault,FAULTY MAIN DG / BUB WAS USED TO RESTORE SITE,Incident,Gold,Gold,NORTH WEST,28334828_2024-07-01 07:59:00
28333037,Closed,Major,SITE DOWN AT NI0419,NI0419,I-ENG,408471,Minna 1,Yusuf Abdullahi,01/07/2024 07:39,01/07/2024 08:00,21.00000000558793,0.3500000000931322,<2hrs,Power,DG Fault,DG Coolant low,"DG HIGH TEMP  DUE TO LOW WATER IN RADIATOR, RADIATOR WAS FLUSHED AND WATER ADDED_x000D_
DL  236  RH  12598",Incident,Platinum COLO,Silver,NORTH WEST,28333037_2024-07-01 07:39:00
28332666,Closed,Major,SITE DOWN@AB0059,AB0059,I-ENG,400043,CBD,Uche Obasi,01/07/2024 07:25,01/07/2024 07:54,29.00000000023283,0.4833333333372138,<2hrs,Power,DC Power,DG Running Over,PHCN TO DG SYNCHRONIZATION FAILURE DUE TO ERRACTIC PHCN SUPPPLY DG WAS MANUALLY POWERED/DL 448 RH 1431,Incident,Platinum,Platinum,NORTH WEST,28332666_2024-07-01 07:25:00
28332441,Closed,Major,SITE DOWN@AB1359,FC2660-Z,I-ENG,409558,Kubwa,Uche Obasi,01/07/2024 07:18,01/07/2024 07:29,10.999999993946403,0.183333333,<2hrs,Power,DG Fault,DG Hard Start,"HYBRID TO DG SYNC FAILURE DUE TO DG FAILED TO START ALARM, IT WAS CLEARED AND DG POWERED/DL 377L/ RH 1094",Incident,Platinum COLO,Silver,NORTH WEST,28332441_2024-07-01 07:18:00
28331195,Closed,Major,SITE DOWN@KN0297,KN0297,I-ENG,402424,Kano 2,Usman Shaibu,01/07/2024 05:30,01/07/2024 06:01,31.00000000675209,0.5166666667792015,<2hrs,Power,DG Fault,Generator Fault,FAULTY DG MODULE / DG MODULE WAS BY PASSED AND DG POWERED/ DL 615L / RH 13083,Incident,Platinum COLO,Silver,NORTH EAST,28331195_2024-07-01 05:30:00
28330959,Closed,Major,SITE DOWN@AB1518,AB1518,I-ENG,628111,"G/Lada
",Uche Obasi,01/07/2024 05:11,01/07/2024 06:45,94.00000000256114,1.5666666667093525,<2hrs,Power,DG Fault,Faulty DG Contactor,FAILED GAVE CONTACTOR WAS BYPASSED AND DG POWERED/ DISCONNECTED ON GALOOLI,Incident,Silver,Silver,NORTH WEST,28330959_2024-07-01 05:11:00
28331108,Closed,Major,SITE DOWN AT NI0058,NI0058,I-ENG,403444,Tegina,Yusuf Abdullahi,01/07/2024 05:10,01/07/2024 06:05,54.99999999068677,0.9166666665114462,<2hrs,Power,DG Fault,DG Coolant low,"DG HIGH TEMPERATURE DUE TO LOW COOLANT LEVEL, COOLANT LEVEL WAS TOPPED, DG POWERED",Incident,Platinum COLO,Silver,NORTH WEST,28331108_2024-07-01 05:10:00
28331126,Closed,Major,SITE DOWN@KN0940,KN0940,I-ENG,627838,Kano 2,Usman Shaibu,01/07/2024 04:55,01/07/2024 06:46,111.00000000558794,1.8500000000931325,<2hrs,Power,DG Fault,Faulty Charging Alternator,FAULTY CHARGING ALTERNATOR  WAS EXCITED AND DG POWERED/ DIESEL LEVEL 446L RH 10199,Incident,Platinum COLO,Silver,NORTH EAST,28331126_2024-07-01 04:55:00
28330480,Closed,Major,SITE DOWN@AB0443,AB0443,I-ENG,628465,Lugbe,Uche Obasi,01/07/2024 04:35,01/07/2024 06:23,108.00000000628644,1.8000000001047738,<2hrs,Power,DG Fault,Faulty Battery,"FLAT DG BATTERY , EXTERNAL BATTERY WAS USED TO POWER DG/SITE NOT VISIBLE ON GALOOLI",Incident,Silver,Silver,NORTH WEST,28330480_2024-07-01 04:35:00
28330410,Closed,Major,SITE DOWN AT KD0401,KD0401,I-ENG,402268,Abuja Road,Emmanuel Okolo,01/07/2024 03:16,01/07/2024 04:11,55.00000000116415,0.9166666666860692,<2hrs,Power,DG Fault,DG Starter Battery Fault,"WEAK DG STARTER BATTERY, EXTERNAL BATTERY WAS USED, DG POWERED",Incident,Silver,Silver,NORTH WEST,28330410_2024-07-01 03:16:00
28331322,Closed,Major,SITE DOWN AT KD0038,KD0038,I-ENG,402147,Kaduna Town,Emmanuel Okolo,01/07/2024 02:57,01/07/2024 07:01,243.99999999906868,4.066666666651145,>4hrs,Power,Theft,Human inteferance,"STOLEN RECTIFIER TO DC CABLE, AND DG BATTERY WAS REPLACED",Incident,Platinum COLO,Silver,NORTH WEST,28331322_2024-07-01 02:57:00
28329103,Closed,Major,SITE DOWN AT KD0848,KD0848,I-ENG,408152,Kafanchan 2,Emmanuel Okolo,01/07/2024 01:52,01/07/2024 06:23,271.00000000325963,4.516666666720994,>4hrs,Power,DG Fault,DG Starter Battery Fault,"WEAK DG BATTERY, EXTERNAL BATTERY WAS USED, DG POWERED. DL=827L DGRH=9987",Incident,Silver,Silver,NORTH WEST,28329103_2024-07-01 01:52:00
28328679,Closed,Major,SITE DOWN@SK0402,SK0402,I-ENG,409313,Sokoto 2,John  Adejo,01/07/2024 01:50,01/07/2024 08:03,373.00000000046566,6.216666666674428,>4hrs,Power,DG Fault,DG Starter Battery Fault,"FLAT DG  BATTERY, EXTERNAL BATTERY WAS USED",Incident,Silver,Silver,NORTH WEST,28328679_2024-07-01 01:50:00
28328563,Closed,Major,SITE DOWN@KN0256,KN0256,I-ENG,402535,Kazaure,Usman Shaibu,01/07/2024 01:43,01/07/2024 06:09,265.99999999743886,4.433333333290648,>4hrs,Power,DG Fault,Faulty Battery,"FAULTY DG BATTERY, EXTERNAL BATTERY WAS USED TO POWER SITE (DL 711L RH 15822",Incident,Silver,Silver,NORTH EAST,28328563_2024-07-01 01:43:00
28329064,Closed,Major,SITE DOWN AT NI0680,NI0680,I-ENG,407262,Suleja,Yusuf Abdullahi,01/07/2024 01:41,01/07/2024 05:46,244.99999999185093,4.083333333197516,>4hrs,Power,DG Fault,DG Electric Fuel Pump,"DG FAULTY INJECTOR PUMP WAS WORKED ON, DG POWERED. DL=280 DGRH=5604",Incident,Platinum COLO,Silver,NORTH WEST,28329064_2024-07-01 01:41:00
28327818,Closed,Major,SITE DOWN@KG0391,KG0391,I-ENG,408209,Okene,Uche Obasi,01/07/2024 00:39,01/07/2024 11:08,628.9999999967404,10.483333333279006,>4hrs,Power,DG Fault,Generator Fault,DG LOSS COMPRESSION AT SITE; SOLAR WAS USED TO RESTORE  SITE,Incident,Platinum COLO,Silver,NORTH WEST,28327818_2024-07-01 00:39:00
28326728,Closed,Major,SITE DOWN@SK0008,SK0008,I-ENG,404445,Sokoto 2,John  Adejo,01/07/2024 00:00,01/07/2024 00:11,11.000000004423782,0.183333333,<2hrs,Power,DG Fault,DG Fuel Filter,SOAKED FUEL FILTER WAS REPLACED AND DG POWERED/DL 2993L RH 7325,Incident,Platinum COLO,Silver,NORTH WEST,28326728_2024-07-01 00:00:00
28327468,Closed,Major,SITE DOWN AT NI0609,NI0609,I-ENG,626814,Lapai,Yusuf Abdullahi,01/07/2024 00:00,01/07/2024 00:32,31.99999999953434,0.5333333333255723,<2hrs,Power,DG Fault,Radiator Leakages,"FAULTY RADIATOR WAS WORKED ON, DG POWERED. DL=357 DGRH=12355",Incident,Platinum COLO,Silver,NORTH WEST,28327468_2024-07-01 00:00:00
28327058,Closed,Major,SITE DOWN@KN0024,KN0024,I-ENG,402423,Hotoro,Usman Shaibu,01/07/2024 00:00,01/07/2024 01:22,81.99999999487773,1.3666666665812954,<2hrs,Power,DG Fault,DG Air Filter,BLOCKED FUEL LINE // FUEL LINE WAS FLUSHED AND DG POWERED/ DIESEL LEVEL 226L RH 4891,Incident,Gold,Gold,NORTH EAST,28327058_2024-07-01 00:00:00
28327330,Closed,Major,SITE DOWN AT KD0395,KD0395,I-ENG,402238,Birnin Gwari,Emmanuel Okolo,01/07/2024 00:00,01/07/2024 00:08,8.000000005122274,0.1333333334187045,<2hrs,Power,DG Fault,DG In stop Mode,DG FAILED TO START ALARM DUE TO HYBRID SYNCHRONIZATION FAILURE FROM BATTERY TO DG WAS CLEARED. DL=1329L DGRH=9644,Incident,Platinum COLO,Silver,NORTH WEST,28327330_2024-07-01 00:00:00
28323649,Closed,Major,SITE DOWN AT SK0013,SK0013,I-ENG,404567,Jega,John  Adejo,01/07/2024 00:00,01/07/2024 01:22,81.99999999487773,1.3666666665812954,<2hrs,Power,DG Fault,Faulty Priming Pump,FAULTY INJECTOR  PUMP WAS WORKED AND DG POWERED  1241L RH 16402,Incident,Gold,Gold,NORTH WEST,28323649_2024-07-01 00:00:00
28321511,Closed,Major,SITE DOWN AT SK0001,SK0001,I-ENG,404555,Sokoto 2,John  Adejo,01/07/2024 00:00,01/07/2024 08:39,519.0000000048894,8.65,>4hrs,Power,DG Fault,Cylinder Head Gasket Fault,FAULTY MAIN DG / BUB WAS USED TO RESTORE SITE,Incident,Gold,Gold,NORTH WEST,28321511_2024-07-01 00:00:00
28379796,Closed,Major,SITE DOWN AT NI0512,NI0512,I-ENG,408301,Minna 2,Yusuf Abdullahi,02/07/2024 23:55,02/07/2024 23:59,4.983333324780688,0.083055555,<2hrs,Power,DG Fault,Generator Fault,"WEAK DG WAS PRIMED TO START_x000D_
DL  561  RH  21011",Incident,Platinum COLO,Silver,NORTH WEST,28379796_2024-07-02 23:55:00
28378646,Closed,Major,SITE DOWN AT KG0176,KG0176,I-ENG,627966,Ayangba,Uche Obasi,02/07/2024 23:48,02/07/2024 23:59,11.983333326643333,0.1997222221107222,<2hrs,Power,DG Fault,Rectifier Fault|Module Fault,"FAULTY DG MODULE  WAS WORKED ON, DG POWERED",Incident,Silver,Silver,NORTH WEST,28378646_2024-07-02 23:48:00
28380680,Closed,Major,SITE DOWN@AB0699,AB0699,I-ENG,628487,Apo,Uche Obasi,02/07/2024 23:46,02/07/2024 23:59,13.98333333316259,0.2330555555527098,<2hrs,Power,Fuel Outage,Low Fuel,LOW DEISEL LEVEL// DIESEL WAS TOPPED AND DG POWERED,Incident,Silver,Silver,NORTH WEST,28380680_2024-07-02 23:46:00
28378316,Closed,Major,SITE DOWN AT SK0414,SK0414,I-ENG,409312,Jega,John  Adejo,02/07/2024 23:31,02/07/2024 23:59,28.98333332967013,0.4830555554945022,<2hrs,Power,DG Fault,Generator Failure,WEAK DG WAS PRIMED TO START,Incident,Platinum COLO,Silver,NORTH WEST,28378316_2024-07-02 23:31:00
28377874,Closed,Major,SITE DOWN AT KG0334,KG0334,I-ENG,406914,Lokoja,Uche Obasi,02/07/2024 23:31,02/07/2024 23:59,28.98333332967013,0.4830555554945022,<2hrs,Power,Fuel Outage,Low Fuel,LOW DEISEL LEVEL// DIESEL WAS TOPPED AND DG POWERED,Incident,Platinum COLO,Silver,NORTH WEST,28377874_2024-07-02 23:31:00
28377219,Closed,Major,SITE DOWN AT KN0022_MTN,KN0022,I-ENG,402421,Sabon Gari,Usman Shaibu,02/07/2024 22:49,02/07/2024 23:59,70.98333333036862,1.1830555555061435,<2hrs,Power,DG Fault,Faulty Priming Pump,"FAULTY INJECTOR PUMP WAS WORKED ON_x000D_
DL  445  RH  12110",Incident,Platinum COLO,Gold,NORTH EAST,28377219_2024-07-02 22:49:00
28376880,Closed,Major,SITE DOWN AT KB0413,KB0413,I-ENG,626947,Kebbi Metro,John  Adejo,02/07/2024 22:12,02/07/2024 23:16,63.99999999906868,1.0666666666511446,<2hrs,Power,DG Fault,DG Coolant low,"DG HIGH  TEMP DUE TO LOW WATER LEVEL,RADIATOR WAS FLUSHED AND  WATER WAS TOPPED _x000D_
DL  474  RH  11598",Incident,Silver,Silver,NORTH WEST,28376880_2024-07-02 22:12:00
28376260,Closed,Major,SITE DOWN AT AB0032,AB0032,I-ENG,400025,Kubwa,Uche Obasi,02/07/2024 21:41,02/07/2024 23:59,138.98333333199844,2.3163888888666406,2hrs - 4hrs,Power,DG Fault,Water Pump Fault,FAULTY LICKED PUMP WAS WORKED ON,Incident,Platinum COLO,Silver,NORTH WEST,28376260_2024-07-02 21:41:00
28375192,Closed,Major,SITE DOWN AT AB1392,AB1392,I-ENG,627205,Kubwa,Uche Obasi,02/07/2024 19:57,02/07/2024 21:33,95.99999999860302,1.599999999976717,<2hrs,Power,DG Fault,Faulty DG Starter Relay,"DG FAULTY KICK STARTER WAS WORKED ON, DG POWERED",Incident,Platinum COLO,Silver,NORTH WEST,28375192_2024-07-02 19:57:00
28374974,Closed,Major,SITE DOWN AT KN0894,KN0894,I-ENG,627223,Sabon Gari,Usman Shaibu,02/07/2024 19:56,02/07/2024 22:15,139.00000000256114,2.3166666667093523,2hrs - 4hrs,Power,DG Fault,DG Coolant low,"DG HIGH  TEMP DUE TO LOW WATER LEVEL,RADIATOR WAS FLUSHED AND  WATER WAS TOPPED _x000D_
DL  521  RH  14540",Incident,Platinum COLO,Silver,NORTH EAST,28374974_2024-07-02 19:56:00
