Issue Number,Alarm Severity,Status,Event Title,Airtel Site ID,ISM,ATC ID,Cluster,Regional Manager,Alarm Start Time,Alarm Cleared Time,DURATION,MTTR,MTTR RANGE,Root Cause,Specific Cause,Underlying Cause,Closing Details,Site Issue Type,ATC CLASS,AIRTEL CLASS,AIRTEL REGION,key
28818826,Closed,Major,SITE DOWN AT KN0094,KN0094,I-ENG,402490,Kano 2,Usman Shaibu,19/07/2024 16:30,19/07/2024 16:44,14.00000000372529,0.2333333333954215,<2hrs,Power,DG Fault,Faulty Priming Pump,"FAULTY INJECTOR PUMP WAS WORKED ON DL 518 RH 8,094",Incident,Platinum COLO,Gold,NORTH EAST,28818826_2024-07-19 16:30:00
28818696,Closed,Major,SITE DOWN AT KN0106,KN0106,I-ENG,402493,Kano 4,Usman Shaibu,19/07/2024 16:15,19/07/2024 16:45,29.99999999301508,0.4999999998835847,<2hrs,Power,DG Fault,DG Coolant low,"DG HIGH TEMP. DUE TO LOW WATER, WATER WAS TOPPED DL 1335 RH 12,734",Incident,Platinum COLO,Silver,NORTH EAST,28818696_2024-07-19 16:15:00
28823293,Closed,Major,SITE DOWN AT KN0222 + 3 SUBS,KN0222,I-ENG,402510,Rano,Usman Shaibu,19/07/2024 20:06,19/07/2024 22:43,156.9999999983702,2.616666666639503,2hrs - 4hrs,Power,DG Fault,Rectifier Fault,FAULTY DG MODULE WAS WORKED ON,Incident,Silver,Silver,NORTH EAST,28823293_2024-07-19 20:06:00
28809082,Closed,Major,SITE DOWN AT KN0336,KN0336,I-ENG,402554,Kano 4,Usman Shaibu,19/07/2024 09:30,19/07/2024 10:22,51.99999999138527,0.8666666665230878,<2hrs,Power,DG Fault,DG Air Filter,BLOCKED FUEL LINE WAS FREED DL 564 RH 153,Incident,Platinum COLO,Silver,SOUTH SOUTH,28809082_2024-07-19 09:30:00
28802621,Closed,Major,SITE DOWN NI0051,NI0051,I-ENG,403440,Minna 2,Yusuf Abdullahi,19/07/2024 04:33,19/07/2024 09:04,271.00000000325963,4.516666666720994,>4hrs,Power,DG Fault,AC Breaker Fault|Burnt AC Breaker,"FAULTY DG MODULE, SITE WAS POWERED MANUAALY.",Incident,Silver,Silver,NORTH WEST,28802621_2024-07-19 04:33:00
28799591,Closed,Major,SITE DOWN AT KD2268,KD2268,I-ENG,405256,Kachia Road,Emmanuel Okolo,19/07/2024 00:00,19/07/2024 01:13,73.0,1.216666667,<2hrs,Power,DG Fault,Rectifier Fault|Overload,DG LOW FREQUENCY WAS ADJUSTED AND DG POWERED DL 1256 DGRH 16769,Incident,Silver,Silver,NORTH WEST,28799591_2024-07-19 00:00:00
28820303,Closed,Major,SITE DOWN AT KD0866,KD0866,I-ENG,405666,Kachia Road,Emmanuel Okolo,19/07/2024 17:27,19/07/2024 17:55,28.00000000745058,0.466666667,<2hrs,Power,DG Fault,Faulty Priming Pump,FAULTY INJECTOR  PUMP WAS SERVICED,Incident,Platinum COLO,Silver,NORTH WEST,28820303_2024-07-19 17:27:00
28826609,Closed,Major,SITE DOWN AT KN0989,KN0989,I-ENG,406552,Rano,Usman Shaibu,19/07/2024 23:52,19/07/2024 23:59,7.000000001862645,0.1166666666977107,<2hrs,Power,DG Fault,DG Electric Fuel Pump,FAULTY HAND PRIMER WAS WORKED ON,Incident,Silver,Silver,NORTH EAST,28826609_2024-07-19 23:52:00
28818850,Closed,Major,SITE DOWN AT KN2049 (MTN),KN2049,I-ENG,406553,Hotoro,Usman Shaibu,19/07/2024 16:33,19/07/2024 16:48,14.99999999650754,0.2499999999417923,<2hrs,Power,DG Fault,DG In stop Mode,"DG FAILED TO START ALARM, ALARM WAS CLEARED AND DG POWERED DL 668 RH 15,398",Incident,Silver,Silver,NORTH EAST,28818850_2024-07-19 16:33:00
28826558,Closed,Major,SITE DOWN AT KN0881,KN0881,I-ENG,406572,Kano 4,Usman Shaibu,19/07/2024 23:40,19/07/2024 23:59,18.99999999906868,0.3166666666511446,<2hrs,Power,DG Fault,DG Coolant low,"DG HIGH  TEMP DUE TO LOW WATER LEVEL,RADIATOR WAS FLUSHED AND  WATER WAS TOPPED",Incident,Platinum COLO,Silver,NORTH EAST,28826558_2024-07-19 23:40:00
28800628,Closed,Major,SITE DOWN AT AB1232,AB1232,I-ENG,408106,Lugbe,Uche Obasi,19/07/2024 01:41,19/07/2024 02:08,26.999999993713573,0.4499999998952262,<2hrs,Power,DG Fault,Hybrid Fault,"HYBRID  SYNC FAILURE DUE TO DG FAIL TO START ALARM, IT WAS CLEARED AND DG POWERED DL 651 DGRH 7169",Incident,Silver,Silver,NORTH WEST,28800628_2024-07-19 01:41:00
28800379,Closed,Major,SITE DOWN AT NI0518,NI0518,I-ENG,408307,Kontogora1,Yusuf Abdullahi,19/07/2024 01:34,19/07/2024 05:36,241.99999999254945,4.033333333209157,>4hrs,Power,DG Fault,Oil pressure Switch Fault,AM CONFIRMED ACCESS ISSUE.....SITE LOCATED INSIDE THE ARMY BARRACKS// FAULTY OIL SENSOR WAS WORKED ON,Incident,Platinum COLO,Silver,NORTH WEST,28800379_2024-07-19 01:34:00
28810970,Closed,Major,SITE DOWN AT KG0549,KG0549,I-ENG,408604,Idah,Uche Obasi,19/07/2024 11:04,19/07/2024 12:11,67.00000000884756,1.116666666814126,<2hrs,Power,DC Power,AC Cable Fault|Burnt Cable,"BURNT NEUTRAL CABLE WAS RE-TERMINATED, DL : 1991 ; RH : 8790",Incident,Silver,Silver,NORTH WEST,28810970_2024-07-19 11:04:00
28812779,Closed,Major,SITE DOWN AT KN0959,KN0959,I-ENG,627521,Kano 4,Usman Shaibu,19/07/2024 12:18,19/07/2024 13:30,72.00000000419095,1.2000000000698492,<2hrs,Power,DG Fault,DG Oil,"LOW OIL PRESSURE, OIL WAS TOPPED",Incident,Silver,Silver,NORTH EAST,28812779_2024-07-19 12:18:00
28844928,Closed,Major,SITE DOWN@KB0027,KB0027,I-ENG,402095,Yauri,John  Adejo,20/07/2024 17:45,20/07/2024 18:15,29.99999999301508,0.4999999998835847,<2hrs,Power,Others,DC Cable Theft,"RS ADEJO CONFIRMED SITE WAS VANDALISE AND LIB BATTERY WAS STOLEN, DG POWERED ON MANUAL _x000D_
DL:319_x000D_
GRH:9773",Incident,Platinum,Platinum,NORTH WEST,28844928_2024-07-20 17:45:00
28832289,Closed,Major,SITE DOWN@KB0270+SUBS,KB0270,I-ENG,402115,Jega,John  Adejo,20/07/2024 08:00,20/07/2024 09:00,59.99999999650754,0.9999999999417925,<2hrs,Power,DG Fault,DG Fuel Filter,"FSE FALALU CONFIRMED BLOCKED DIESEL LINE, IT WAS WORKED ON_x000D_
DL:630_x000D_
GRH:15178",Incident,Silver,Silver,NORTH WEST,28832289_2024-07-20 08:00:00
28840858,Closed,Major,SITE DOWN@KN0025,KN0025,I-ENG,402329,Kano 2,Usman Shaibu,20/07/2024 15:00,20/07/2024 16:00,59.99999999650754,0.9999999999417925,<2hrs,Power,DG Fault,AVR Fault,"RM USMAN CONFIRMED FAULTY AVR, IT WAS WORKED ON_x000D_
DL:420_x000D_
GRH:9018",Incident,Platinum COLO,Gold,NORTH EAST,28840858_2024-07-20 15:00:00
28836573,Closed,Major,SITE DOWN @ KG0052,KG0052,I-ENG,402352,Lokoja,Uche Obasi,20/07/2024 11:08,20/07/2024 11:33,24.999999997671694,0.4166666666278615,<2hrs,Power,ATS Fault,Contactor Fault,"FAILED GAVE CONTACTOR WAS BYPASSED DL 367, RH 11491",Incident,Silver,Silver,NORTH WEST,28836573_2024-07-20 11:08:00
28845468,Closed,Major,SITE DOWN@KN0016,KN0016,I-ENG,402415,Sabon Gari,Usman Shaibu,20/07/2024 17:35,20/07/2024 18:00,24.999999997671694,0.4166666666278615,<2hrs,Power,DG Fault,Faulty Battery,"RM USMAN CONFIRMED FLAT DG BATTERY, EXTERNAL BATTERY WAS USED TO POWER SITE_x000D_
DL:1143_x000D_
GRH:3778",Incident,Platinum COLO,Platinum,NORTH EAST,28845468_2024-07-20 17:35:00
28848345,Closed,Major,SITE DOWN AT KN0058,KN0058,I-ENG,402455,Kano 6,Usman Shaibu,20/07/2024 20:39,20/07/2024 21:59,79.99999999883585,1.3333333333139308,<2hrs,Power,DG Fault,DG Alternator fault,"FAULTY MAIN ALTERNATOR, SITE POWERED WITH BUB",Incident,Silver,Silver,NORTH EAST,28848345_2024-07-20 20:39:00
28845255,Closed,Major,SITE DOWN@KN0058,KN0058,I-ENG,402455,Kano 6,Usman Shaibu,20/07/2024 16:35,20/07/2024 17:47,72.00000000419095,1.2000000000698492,<2hrs,Power,DG Fault,DG Alternator fault,"FSE GODWIN CONFIRMED FAULTY MAIN ALTERNATOR, SITE WAS POWERED ON BUB_x000D_
DL:287_x000D_
GRH:16412",Incident,Silver,Silver,NORTH EAST,28845255_2024-07-20 16:35:00
28837962,Closed,Major,SITE DOWN@KN0058,KN0058,I-ENG,402455,Kano 6,Usman Shaibu,20/07/2024 12:30,20/07/2024 13:30,59.99999999650754,0.9999999999417925,<2hrs,Power,DG Fault,DG Alternator fault,"FSE GODWIN CONFIRMED FAULTY MAIN ALTERNATOR, SITE WAS POWERED ON BUB_x000D_
DL:287_x000D_
GRH:16412",Incident,Silver,Silver,NORTH EAST,28837962_2024-07-20 12:30:00
28834666,Closed,Major,SITE DOWN@KN0058+4,KN0058,I-ENG,402455,Kano 6,Usman Shaibu,20/07/2024 10:00,20/07/2024 12:00,120.00000000349246,2.000000000058208,2hrs - 4hrs,Power,DG Fault,DG Alternator fault,"FSE GODWIN CONFIRMED FAULTY MAIN ALTERNATOR, SITE WAS POWERED ON BUB_x000D_
DL:287_x000D_
GRH:16412",Incident,Silver,Silver,NORTH EAST,28834666_2024-07-20 10:00:00
28845538,Closed,Major,SITE DOWN@KN0094_MTN,KN0094,I-ENG,402490,Kano 2,Usman Shaibu,20/07/2024 20:20,20/07/2024 21:13,52.53333333414048,0.875555556,<2hrs,Power,Fuel Outage,Low Fuel,"LOW DIESEL, DIESEL WAS ADDED DL 1534 RH 8107",Incident,Platinum COLO,Gold,NORTH EAST,28845538_2024-07-20 20:20:28
28841388,Closed,Major,SITE DOWN@KN0222,KN0222,I-ENG,402510,Rano,Usman Shaibu,20/07/2024 15:30,20/07/2024 16:00,29.99999999301508,0.4999999998835847,<2hrs,Power,DC Power,Rectifier Fault|Loose Connection,"RM USMAN CONFIRMED FAULTY CSU, IT WAS WORKED ON_x000D_
DL:143_x000D_
GRH:1414",Incident,Silver,Silver,NORTH EAST,28841388_2024-07-20 15:30:00
28846764,New,Major,SITE DOWN@NI0051+3,NI0051,I-ENG,403440,Minna 2,Yusuf Abdullahi,20/07/2024 16:47,20/07/2024 23:59,432.7833333,7.213055555534083,>4hrs,Power,DG Fault,,FAULTY KICKSTARTER WAS REPLACED,Incident,Silver,Silver,NORTH WEST,28846764_2024-07-20 16:47:12
28828918,Closed,Major,SITE DOWN@NI0342+2,NI0342,I-ENG,403527,Tegina,Yusuf Abdullahi,20/07/2024 04:18,20/07/2024 16:57,759.0,12.650000000023285,>4hrs,Power,Others,DC Cable Fault|Damaged DC Cable,"VANDALIZED DC POWER CABLE FROM RECTIFIER WAS REPLACED DL 347 RH 19,714",Incident,Silver,Silver,NORTH WEST,28828918_2024-07-20 04:18:00
28826928,Closed,Major,SITE DOWN AT KD1099,KD1099,I-ENG,405051,Kaduna Town,Emmanuel Okolo,20/07/2024 01:12,20/07/2024 01:54,42.00000000069849,0.7000000000116415,<2hrs,Power,DG Fault,DG Hard Start,"DG FAIL TO START ALARM WAS CLEARED, DG POWERED. DL 513 DGRH 1968",Incident,Silver,Silver,NORTH WEST,28826928_2024-07-20 01:12:00
28828932,Closed,Major,SITE DOWN AT KD1044,KD1044,I-ENG,405671,Birnin Gwari,Emmanuel Okolo,20/07/2024 03:30,20/07/2024 06:35,184.9999999953434,3.083333333255723,2hrs - 4hrs,Power,DG Fault,DG Hard Start,DG FAIL TO START ALARM// ALARM WAS CLEARED AND DG POWERED DL 425 DGRH 845,Incident,Silver,Silver,NORTH WEST,28828932_2024-07-20 03:30:00
28826609,Closed,Major,SITE DOWN AT KN0989,KN0989,I-ENG,406552,Rano,Usman Shaibu,20/07/2024 00:00,20/07/2024 00:49,49.00000000256114,0.8166666667093523,<2hrs,Power,DG Fault,DG Electric Fuel Pump,FAULTY HAND PRIMER WAS WORKED ON,Incident,Silver,Silver,NORTH EAST,28826609_2024-07-20 00:00:00
28846283,Closed,Major,SITE DOWN@KN2049_MTN,KN2049,I-ENG,406553,Hotoro,Usman Shaibu,20/07/2024 18:59,20/07/2024 19:10,10.999999993946403,0.183333333,<2hrs,Power,DG Fault,Faulty Battery,"FSE ISAAC CONFIRMED SYNC FAILURE FROM HYBRID/DG DUE TO DG FAILED TO START, ALARM CLEARED AND DG POWERED ON AUTO_x000D_
DL;635_x000D_
GRH:15412",Incident,Silver,Silver,NORTH EAST,28846283_2024-07-20 18:59:00
28831141,Closed,Major,SITE DOWN AT KN2038,KN2038,I-ENG,406563,Kano 3,Usman Shaibu,20/07/2024 06:01,20/07/2024 07:10,68.99999999441206,1.1499999999068675,<2hrs,Power,ATS Fault,Faulty DG Contactor,"FSE SAIDU CONFIRMED FAULTY GAVE CONTACTOR, IT WAS WORKED ON _x000D_
DL:378_x000D_
GRH:4175",Incident,Silver,Silver,NORTH EAST,28831141_2024-07-20 06:01:00
28836603,Closed,Major,SITE DOWN@KN0881,KN0881,I-ENG,406572,Kano 4,Usman Shaibu,20/07/2024 11:35,20/07/2024 12:00,24.999999997671694,0.4166666666278615,<2hrs,Power,DG Fault,Generator Power Alarm,"FSE UMARU CONFIRMED DG UNDER VOLTAGE. IT WAS ADJUSTED AND DG POWERED_x000D_
DL:689_x000D_
GRH:646",Incident,Platinum COLO,Silver,NORTH EAST,28836603_2024-07-20 11:35:00
28826558,Closed,Major,SITE DOWN AT KN0881,KN0881,I-ENG,406572,Kano 4,Usman Shaibu,20/07/2024 00:00,20/07/2024 00:21,20.99999999511056,0.3499999999185093,<2hrs,Power,DG Fault,DG Coolant low,"DG HIGH  TEMP DUE TO LOW WATER LEVEL,RADIATOR WAS FLUSHED AND  WATER WAS TOPPED",Incident,Platinum COLO,Silver,NORTH EAST,28826558_2024-07-20 00:00:00
28828030,Closed,Major,SITE DOWN AT KG0464,KG0464,I-ENG,406596,Ayangba,Uche Obasi,20/07/2024 03:09,20/07/2024 03:53,44.00000000721775,0.7333333334536292,<2hrs,Power,DG Fault,Faulty Control Panel,UNDER FREQUENCY ALARM WAS ADJUSTED AND DG POWERED DL 427 DGRH 835,Incident,Platinum COLO,Silver,NORTH WEST,28828030_2024-07-20 03:09:00
28827310,Closed,Major,SITE DOWN AT KG0464,KG0464,I-ENG,406596,Ayangba,Uche Obasi,20/07/2024 02:10,20/07/2024 02:32,21.999999998370185,0.3666666666395031,<2hrs,Power,DG Fault,Hybrid Fault,"HYBRID  SYNC FAILURE DUE TO DG FAIL TO START ALARM, IT WAS CLEARED AND DG POWERED, DL 249 RH 10536",Incident,Platinum COLO,Silver,NORTH WEST,28827310_2024-07-20 02:10:00
28849027,Closed,Major,SITE DOWN AT KD0805,KD0805,I-ENG,407888,Zaria 1,Emmanuel Okolo,20/07/2024 21:31,20/07/2024 21:38,7.000000001862645,0.1166666666977107,<2hrs,Power,DG Fault,DG Coolant low,"DG HIGH  TEMP DUE TO LOW WATER LEVEL,RADIATOR WAS FLUSHED AND  WATER WAS TOPPED",Incident,Platinum COLO,Silver,NORTH WEST,28849027_2024-07-20 21:31:00
28830916,Closed,Major,SITE DOWN AT KD0848,KD0848,I-ENG,408152,Kafanchan 2,Emmanuel Okolo,20/07/2024 06:27,20/07/2024 08:16,108.99999999906868,1.8166666666511448,<2hrs,Power,Fuel Outage,Low Fuel,"LOW DEISEL LEVEL// DIESEL WAS TOPPED AND DG POWERED  DL 933, RH 10250",Incident,Silver,Silver,NORTH WEST,28830916_2024-07-20 06:27:00
28828726,Closed,Major,SITE DOWN AT KB0402,KB0402,I-ENG,409203,Kebbi Metro,John  Adejo,20/07/2024 03:26,20/07/2024 04:04,37.99999999813736,0.6333333333022892,<2hrs,Power,DG Fault,DG Coolant low,"DG HIGH  TEMP DUE TO LOW WATER LEVEL,RADIATOR WAS FLUSHED AND  WATER WAS TOPPED",Incident,Platinum COLO,Silver,NORTH WEST,28828726_2024-07-20 03:26:00
28835190,Closed,Major,SITE DOWN @ KD0915,KD0915,I-ENG,409284,Pambegwa,Emmanuel Okolo,20/07/2024 09:34,20/07/2024 11:03,89.00000000721775,1.4833333334536292,<2hrs,Power,DG Fault,Generator Fault,"FAULTY DG MODULE  WAS WORKED ON DL 933, RH 10250",Incident,Platinum COLO,Silver,NORTH WEST,28835190_2024-07-20 09:34:00
28830394,Closed,Major,SITE DOWN AT KD0915,KD0915,I-ENG,409284,Pambegwa,Emmanuel Okolo,20/07/2024 05:20,20/07/2024 06:23,63.00000000628643,1.0500000001047738,<2hrs,Power,DG Fault,Generator Power Alarm,"DG LOW VOLTAGE, AVR WAS ADJUSTED AND DG POWERED",Incident,Platinum COLO,Silver,NORTH WEST,28830394_2024-07-20 05:20:00
28846868,Closed,Major,SITE DOWN@KN0806,KN0806,I-ENG,626033,Janguza,Usman Shaibu,20/07/2024 19:15,20/07/2024 22:12,177.0000000006985,2.950000000011641,2hrs - 4hrs,Power,DG Fault,Hybrid Fault,"HYBRID SYNC. FAILURE DUE TO DG FAILED TO START ALARM, ALARM WAS CLEARED AND DG POWERED DL 1395 RH 4,552",Incident,Silver,Silver,NORTH EAST,28846868_2024-07-20 19:15:00
28846514,Closed,Major,SITE DOWN @ AB1344,AB1344,I-ENG,627454,"G/Lada
",Uche Obasi,20/07/2024 18:25,20/07/2024 18:33,8.000000005122274,0.1333333334187045,<2hrs,Power,DG Fault,Water Pump Fault,"FAULTY WATER PUMP WAS WORKED ON AND DG POWERED  DL 1032, RH 4893",Incident,Silver,Silver,NORTH WEST,28846514_2024-07-20 18:25:00
28843201,Closed,Major,SITE DOWN @ AB1344,AB1344,I-ENG,627454,"G/Lada
",Uche Obasi,20/07/2024 15:28,20/07/2024 15:48,20.000000002328303,0.3333333333721384,<2hrs,Power,DG Fault,Water Pump Fault,"FAULTY WATER PUMP WAS WORKED ON AND DG POWERED  DL 1032, RH 4893",Incident,Silver,Silver,NORTH WEST,28843201_2024-07-20 15:28:00
28847520,Closed,Major,SITE DOWN AT KN0959,KN0959,I-ENG,627521,Kano 4,Usman Shaibu,20/07/2024 19:45,20/07/2024 20:58,73.00000000745058,1.216666666790843,<2hrs,Power,DG Fault,DG Oil,"DG LOW OIL PRESSURE, OIL WAS TOPPED",Incident,Silver,Silver,NORTH EAST,28847520_2024-07-20 19:45:00
28836529,Closed,Major,SITE DOWN@NI0480,NI0480,I-ENG,627829,Minna 2,Yusuf Abdullahi,20/07/2024 11:30,20/07/2024 12:45,75.00000000349246,1.2500000000582077,<2hrs,Power,ATS Fault,Faulty DG Contactor,"RS RAPHEAL CONFIRMED FAILED GAVE CONTACTOR, IT WAS BYPASS_x000D_
DL:750_x000D_
GRH:5180",Incident,Silver,Silver,NORTH WEST,28836529_2024-07-20 11:30:00
28848739,Closed,Major,SITE DOWN AT KN0919,KN0919,I-ENG,627941,Kano 6,Usman Shaibu,20/07/2024 21:05,20/07/2024 23:59,174.00000000139698,2.900000000023283,2hrs - 4hrs,Power,DG Fault,AVR Fault,"FAULTY AVR WAS EXCITED DL 339 RH 4,160",Incident,Silver,Silver,NORTH EAST,28848739_2024-07-20 21:05:00
28829985,Closed,Major,SITE DOWN AT KN0808,KN0808,I-ENG,628874,Kano 4,Usman Shaibu,20/07/2024 05:17,20/07/2024 11:00,343.0000000074506,5.716666666790843,>4hrs,Power,DG Fault,Faulty Priming Pump,"FSE UMARU CONFIRMED FAULTY INJECTOR PUMP, IT WAS WORKED ON_x000D_
DL:510_x000D_
GRH:8190",Incident,Silver,Silver,NORTH EAST,28829985_2024-07-20 05:17:00
28874038,Closed,Major,SITE DOWN AT KD0062,KD0062,I-ENG,402180,Zaria 2,Emmanuel Okolo,21/07/2024 23:24,21/07/2024 23:59,35.983333331532776,0.5997222221922129,<2hrs,Power,DG Fault,Radiator Leakages,"FAULTY RADIATOR  WAS WORKED ON  AND DG POWERED, 217DL ; 9569RH",Incident,Silver,Silver,NORTH EAST,28874038_2024-07-21 23:24:00
28872742,Closed,Major,SITE DOWN AT KN0205,KN0205,I-ENG,402498,Kano 6,Usman Shaibu,21/07/2024 22:07,21/07/2024 22:47,40.00000000465661,0.6666666667442769,<2hrs,Power,DG Fault,DG Oil,"DG LOW OIL PRESSURE, OIL WAS TOPPED DL 256 RH 12,426",Incident,Silver,Silver,NORTH WEST,28872742_2024-07-21 22:07:00
28871701,Closed,Major,SITE DOWN AT AB1581,AB1581,I-ENG,628518,Lugbe,Uche Obasi,21/07/2024 20:26,21/07/2024 23:59,213.98333332501352,3.5663888887502253,2hrs - 4hrs,Power,DG Fault,Faulty Priming Pump,"FAULTY MAIN ALTERNATOR WAS REPLACED AND DG POWERED , 901DL ;  1025RH",Incident,Silver,Silver,NORTH WEST,28871701_2024-07-21 20:26:00
28869106,Closed,Major,SITE DOWN@ NI0569,NI0569,I-ENG,627012,Tegina,Yusuf Abdullahi,21/07/2024 18:55,21/07/2024 19:21,26.000000000931323,0.4333333333488554,<2hrs,Power,DG Fault,DG Coolant low,"FSE KAREEM CONFIRMED HIGH TEMP ON DG DUE TO LOW WATER LEVEL IN RADIATOR, RADIATOR FLUSHED AND WATER WAS ADDED",Incident,Silver,Silver,NORTH WEST,28869106_2024-07-21 18:55:00
28867616,Closed,Major,SITE DOWN @ KD0472,KD0472,I-ENG,402306,Kachia Road,Emmanuel Okolo,21/07/2024 17:13,21/07/2024 19:48,154.99999999185093,2.5833333331975155,2hrs - 4hrs,Power,DC Power,DC Cable Fault|Damaged DC Cable,"BURNT LOAD CABLE WAS  RETERMINATED DL 1524, RH 12366",Incident,Silver,Silver,NORTH WEST,28867616_2024-07-21 17:13:00
28866878,Closed,Major,SITE DOWN@KN1901_MTN,KN1901,I-ENG,406565,Sabon Gari,Usman Shaibu,21/07/2024 16:45,21/07/2024 17:00,15.00000000698492,0.2500000001164153,<2hrs,Power,DG Fault,Faulty Battery,"FSE ISAAC CONFIRMED SYNC FAILURE FROM HYBRID/DG DUE TO DG FAILED TO START, ALARM CLEARED AND DG POWERED ON AUTO_x000D_
DL:505_x000D_
GRH:957",Incident,Silver,Silver,NORTH EAST,28866878_2024-07-21 16:45:00
28866610,Closed,Major,SITE DOWN@KN0937,KN0937,I-ENG,627823,Kano 2,Usman Shaibu,21/07/2024 16:45,21/07/2024 17:14,29.00000000023283,0.4833333333372138,<2hrs,Power,DG Fault,Faulty Priming Pump,"FSE DANIEL  CONFIRMED FAULTY INJECTOR PUMP, IT WAS WORKED ON_x000D_
DL:400_x000D_
GRH:5502",Incident,Silver,Silver,NORTH WEST,28866610_2024-07-21 16:45:00
28865781,Closed,Major,SITE DOWN@KN2049_MTN,KN2049,I-ENG,406553,Hotoro,Usman Shaibu,21/07/2024 16:00,21/07/2024 16:10,10.000000001164151,0.1666666666860692,<2hrs,Power,DC Power,Faulty Battery,"FSE ISAAC CONFIRMED DG FAILED TO START DUE TO FAULTY DELTA ORION_x000D_
DL:609_x000D_
GRH:15424",Incident,Silver,Silver,NORTH EAST,28865781_2024-07-21 16:00:00
28862890,Closed,Major,SITE DOWN@KN1046,KN1046,I-ENG,628609,Janguza,Usman Shaibu,21/07/2024 13:55,21/07/2024 14:20,24.999999997671694,0.4166666666278615,<2hrs,Power,DG Fault,Faulty Priming Pump,"RS SULEIMAN CONFIRMED FAULTY INJECTOR PUMP, IT WAS WORKED ON_x000D_
DL:309_x000D_
GRH:3213",Incident,Silver,Silver,NORTH WEST,28862890_2024-07-21 13:55:00
28856880,Closed,Major,SITE DOWN@KN1901_MTN,KN1901,I-ENG,406565,Sabon Gari,Usman Shaibu,21/07/2024 08:59,21/07/2024 09:17,18.000000006286427,0.3000000001047738,<2hrs,Power,DG Fault,Faulty Battery,"FSE ISAAC CONFIRMED SYNC FAILURE FROM HYBRID/DG DUE TO DG FAILED TO START, ALARM CLEARED AND DG POWERED ON AUTO_x000D_
DL:276_x000D_
GRH:956",Incident,Silver,Silver,NORTH WEST,28856880_2024-07-21 08:59:00
28856571,Closed,Major,SITE DOWN@NI0051,NI0051,I-ENG,403440,Minna 2,Yusuf Abdullahi,21/07/2024 08:30,21/07/2024 10:00,90.0,1.5,<2hrs,Power,DG Fault,Faulty Starter Motor,"RS RAPHEALCONFIRMED FAULTY KICK STARTER, IT WAS REPLACED",Incident,Gold,Gold,NORTH WEST,28856571_2024-07-21 08:30:00
28856106,Closed,Major,SITE DOWN@NI0065,NI0065,I-ENG,403451,Kontogora1,Yusuf Abdullahi,21/07/2024 08:00,21/07/2024 08:30,29.99999999301508,0.4999999998835847,<2hrs,Power,DG Fault,Faulty Priming Pump,"RS COSMOS CONFIRMED FAULTY INJECTOR PUMP, IT WAS WORKED ON_x000D_
DL:539_x000D_
GRH:11112",Incident,Gold,Gold,NORTH EAST,28856106_2024-07-21 08:00:00
28855038,Closed,Major,SITE DOWN AT KN0092,KN0092,I-ENG,402488,Kano 2,Usman Shaibu,21/07/2024 06:36,21/07/2024 06:59,23.00000000162981,0.3833333333604969,<2hrs,Power,DG Fault,AVR Fault,"FAULTY AVR WAS EXCITED DL 614 RH 6,695",Incident,Silver,Silver,NORTH EAST,28855038_2024-07-21 06:36:00
28854853,Closed,Major,SITE DOWN AT KN0058,KN0058,I-ENG,402455,Kano 6,Usman Shaibu,21/07/2024 06:33,21/07/2024 07:02,29.00000000023283,0.4833333333372138,<2hrs,Power,DG Fault,DG Alternator fault,"FAULTY MAIN ALTERNATOR, SITE POWERED WITH BUB",Incident,Silver,Silver,NORTH WEST,28854853_2024-07-21 06:33:00
28854356,Closed,Major,SITE DOWN AT AB0921,AB0921,I-ENG,400090,Apo,Uche Obasi,21/07/2024 05:31,21/07/2024 07:46,135.0,2.25,2hrs - 4hrs,Power,ATS Fault,ATS Fault|DG Contactor,BURNT ATS PANEL WAS BYPASSED AND DG POWERED,Incident,Silver,Silver,NORTH WEST,28854356_2024-07-21 05:31:00
28853777,Closed,Major,SITE DOWN AT KD0848,KD0848,I-ENG,408152,Kafanchan 2,Emmanuel Okolo,21/07/2024 04:52,21/07/2024 07:01,129.00000000139698,2.150000000023283,2hrs - 4hrs,Power,ATS Fault,Faulty Control Panel,FAULTY GAVE CONTACTOR  WAS WORKED ON,Incident,Platinum COLO,Silver,NORTH EAST,28853777_2024-07-21 04:52:00
28853556,Closed,Major,SITE DOWN AT JG0231,JG0231,I-ENG,404913,Dutse,Usman Shaibu,21/07/2024 04:48,21/07/2024 06:00,72.00000000419095,1.2000000000698492,<2hrs,Power,DG Fault,DG Coolant low,"DG HIGH TEMP. DUE TO LOW WATER, WATER WAS TOPPED DL 303 RH 18,395",Incident,Silver,Silver,NORTH EAST,28853556_2024-07-21 04:48:00
28852645,Closed,Major,SITE DOWN AT KN0058,KN0058,I-ENG,402455,Kano 6,Usman Shaibu,21/07/2024 03:29,21/07/2024 04:01,31.99999999953434,0.5333333333255723,<2hrs,Power,DG Fault,DG Alternator fault,"FAULTY MAIN ALTERNATOR, BUB WAS POWERED",Incident,Silver,Silver,NORTH WEST,28852645_2024-07-21 03:29:00
